0	0
0.0314	0.083099
0.0414	0.159905
0.0482	0.236745
0.0543	0.319253
0.0604	0.408267
0.0671	0.506274
0.0749	0.614003
0.0842	0.730515
0.0963	0.860322
0.113	1.00329
0.137	1.15687
0.179	1.3315
0.266	1.5184
0.521	1.71151
1.38	1.86747
3.4	1.99703
6.61	2.11471
11.1	2.23489
