-16	0.0
-15	0.004134449823146211
-14	0.0
-13	0.0002587416139924091
-12	0.0
-11	0.0083340715260491836
-10	0.0
-9	0.0077420992517135447
-8	0.0
-7	0.024874023024170654
-6	0.0
-5	0.1101857882189962
-4	0.0
-3	0.22811406674640575
-2	0.0
-1	0.33125132788903833
0	0.0
1	0.33125132788903833
2	0.0
3	0.22811406674640575
4	0.0
5	0.1101857882189962
6	0.0
7	0.024874023024170654
8	0.0
9	0.0077420992517135447
10	0.0
11	0.0083340715260491836
12	0.0
13	0.0002587416139924091
14	0.0
15	0.004134449823146211
