0	-6.87818e-19	0.0
0.015625	0.0263051	0.0
0.03125	0.0387589	0.0
0.046875	0.0436199	0.0
0.0625	0.0490006	0.0
0.078125	0.0536378	0.0
0.09375	0.0581747	0.0
0.109375	0.0629113	0.0
0.125	0.0679861	0.0
0.140625	0.0735676	0.0
0.15625	0.0796865	0.0
0.171875	0.0866082	0.0
0.1875	0.094744	0.0
0.203125	0.104495	0.0
0.21875	0.115955	0.0
0.234375	0.12971	0.0
0.25	0.147369	0.0
0.265625	0.170998	0.0
0.28125	0.202923	0.0
0.296875	0.247716	0.0
0.3125	0.311097	0.0
0.328125	0.412684	0.0
0.34375	0.571428	0.0
0.359375	0.797014	0.0
0.375	1.0921	0.0
0.390625	1.44605	0.0
0.40625	1.83412	0.0
0.421875	2.22105	0.0
0.4375	2.57656	0.0
0.453125	2.87677	0.0
0.46875	3.10368	0.0
0.484375	3.24474	0.0
0.5	3.29258	0.0
0.515625	3.24474	0.0
0.53125	3.10368	0.0
0.546875	2.87677	0.0
0.5625	2.57656	0.0
0.578125	2.22105	0.0
0.59375	1.83412	0.0
0.609375	1.44605	0.0
0.625	1.0921	0.0
0.640625	0.797014	0.0
0.65625	0.571428	0.0
0.671875	0.412684	0.0
0.6875	0.311097	0.0
0.703125	0.247716	0.0
0.71875	0.202923	0.0
0.734375	0.170998	0.0
0.75	0.147369	0.0
0.765625	0.12971	0.0
0.78125	0.115955	0.0
0.796875	0.104495	0.0
0.8125	0.094744	0.0
0.828125	0.0866082	0.0
0.84375	0.0796865	0.0
0.859375	0.0735676	0.0
0.875	0.0679861	0.0
0.890625	0.0629113	0.0
0.90625	0.0581747	0.0
0.921875	0.0536378	0.0
0.9375	0.0490006	0.0
0.953125	0.0436199	0.0
0.96875	0.0387589	0.0
0.984375	0.0263051	0.0
1	7.20565e-17	0.0
